location,longitude,latitude,elevation,slope_deg,aspect_deg,YEAR,JANr,FEBr,MARr,APRr,MAYr,JUNr,JULr,AUGr,SEPr,OCTr,NOVr,DECr,JANt,FEBt,MARt,APRt,MAYt,JUNt,JULt,AUGt,SEPt,OCTt,NOVt,DECt,rockfall,rockfall_probability
Maharashtra,74,16,573.19855,89.99225,139.02045,2014,0,0.07,0.33,0.3,1.8,3.12,12.6,8.36,3.29,2.82,0.82,0.37,15.59,16.83,17.21,16.13,13.69,9.4,5.6,6.05,7.11,10.21,13.06,14.93,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2014,0,0.04,0.32,0.46,3.29,5.86,16.99,12.97,3.89,4.73,1,0.53,15.62,16.86,17.24,16.1,12.71,7.44,4.45,4.91,6.07,8.87,12.14,13.96,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2020,0,0.02,0.34,1.23,1.37,12.09,12.18,18.02,9.75,8.24,0.01,0.04,14.8,16.83,17.34,16.08,14.49,6.64,5.34,4.32,5.97,6.94,9.68,12.85,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2016,0,0.04,0.22,0.25,0.45,10.74,20.79,12.27,5,1.32,0.42,0,17.08,17.68,17.44,18.49,14.83,6.77,4.46,5.42,6,10.8,15.52,16.97,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2023,0,0,0,0.45,1.19,5.94,23.71,3.68,8.18,1.39,1.13,0.03,17.31,18.95,17.18,16.56,13.99,9.07,4.15,6.43,5.95,10.07,10.08,14.31,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2002,0.01,0.01,0.01,0.31,1.31,13.34,4.6,9.23,1.51,4.09,0.1,0,17.36,17.27,18.1,16.77,11.27,5.64,5.7,5.31,8.3,9.44,14.37,16.96,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2012,0,0,0,1.39,0.44,10.96,9.96,8.94,4.54,2.18,0.85,0,17.59,18.5,20.16,15.52,14.62,7.18,4.86,4.69,6.08,9.97,12.12,15.45,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2013,0.01,0.12,0.03,0.27,0.98,9.06,12.51,3.99,6.17,2.23,0.03,0,17.5,16.93,17.6,18.56,13.48,5.78,4.14,5.72,6.7,8.58,12.66,16.41,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2002,0.02,0,0.02,0.18,1.03,9.79,3.61,7.64,1.35,3.43,0.15,0.01,17.58,17.24,18.29,17.02,12.36,6.66,6.59,6.2,8.77,10.31,15.15,17.08,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2005,0.03,0,0.02,1.52,1.45,14.3,18.87,10.1,10.86,3.72,0.07,0,17.47,18.4,18.92,14.37,13.63,5.85,3.56,4.47,5.05,8.29,12.02,15.2,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2017,0,0,0.02,0.23,2.24,8.43,11.6,7.52,10.39,3.97,0.05,0.2,17.11,19.06,19.35,18.72,13.58,6.55,4.89,5.61,6.32,7.6,11.77,14.31,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2011,0,0.02,0,0.54,1.09,6.52,11.35,9.35,5.08,2.82,0.16,0,17.92,17.98,18.83,16.49,13.66,6.59,5.35,5.28,6.59,8.99,13.67,16.48,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2009,0,0,0.19,0.39,1.24,7.88,20.49,5.67,8.49,5.35,2.86,0.29,17.6,18.94,17.1,15.91,13.51,6.35,3.87,5.32,6.07,8.34,9.04,12.1,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2024,0.1,0,0.01,1.57,2.47,12.93,32.78,12.37,10.2,11.03,0.21,0.28,16.19,17.92,17.93,15.73,13.24,5.87,3.51,4.6,5.63,7.19,10.08,10.71,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2004,0,0.02,0.01,0.42,3.18,9.58,5.99,8.01,3.57,0.83,0.45,0,17.27,18.62,18.94,17.82,10.86,6.24,5.66,5.46,7.58,10.35,13.39,17.57,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2016,0,0,0.27,0.39,0.87,14.05,22.03,13.25,5.03,1.7,0.54,0.01,16.91,17.54,17.34,18.17,13.88,6.22,3.78,4.85,5.73,10.28,15.13,16.99,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2011,0,0.03,0,0.99,1.48,8.18,14.2,12.99,6.65,3.26,0.28,0,17.45,17.94,18.83,15.82,12.62,5.86,4.48,4.55,5.93,7.93,12.99,16.38,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2004,0,0.01,0.02,0.53,4.96,11.07,7.65,9.84,3.61,1.43,0.64,0,17.09,18.58,18.8,17.19,9.84,5.21,4.93,4.74,6.96,9.93,13.11,17.6,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2005,0.03,0,0.04,0.84,1.42,9.33,14.32,8.69,7.96,3.2,0.03,0,17.67,18.49,19.16,14.79,14.27,7.1,4.53,5.12,5.63,8.89,13.44,15.62,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2022,0.02,0,0.35,1.53,2.19,7.31,14.76,11.56,7.66,6.18,0.05,0.06,14.66,17.91,16.97,14.49,12.56,7.9,4.76,5.15,6.08,8.34,10.83,13.23,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2021,0.29,0.25,0.03,1.39,6,14.5,22.69,3.85,6.41,3.61,2,2.2,13.49,16.22,17.33,15.84,9.56,5.89,4.36,6.06,5.86,8.44,8.89,11.46,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2008,0,0.41,2.41,0.99,1.83,9.76,7.5,13.13,7.8,1.34,0.69,0.21,18.12,17.38,15.21,15.2,12.41,5.39,5.31,4.88,6.19,9.91,13.28,15.24,Yes,0.786
Maharashtra,74,16,573.19855,89.99225,139.02045,2003,0,0.07,0.41,1.04,0.41,10.15,9.18,5.15,2.28,2.99,0.08,0.05,15.86,17.98,17.65,16.85,15.68,7.18,4.11,5.18,7.22,9.95,13.79,16.73,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2015,0.01,0.28,0.54,0.56,1.16,8.5,3.95,3.79,3.24,1.84,0.28,0.02,16.94,18.02,15.75,16.9,13.9,7.6,6.61,7.05,8.33,11.07,12.99,15.8,No,0.643
Maharashtra,74,16,573.19855,89.99225,139.02045,2007,0,0,0.01,0.84,2.25,20.77,13.52,14.44,10.06,1.44,1.31,0.02,17.27,17.82,17.58,15.69,12.2,5.86,4.3,4.31,5,8.47,11.78,14.11,Yes,0.929
Maharashtra,74,16,573.19855,89.99225,139.02045,2022,0.01,0,0.4,1.73,2.24,10.23,16.92,11.85,8.51,5.17,0.07,0.13,14.34,17.92,16.77,13.89,11.56,6.83,4.2,4.69,5.86,7.87,10.19,13.28,Yes,0.929
WestBengal,87,23,4.53229,89.957825,248.28549,2022,1.04,1.62,0.02,0.47,4.85,4.6,5.89,11.38,6.45,4.32,0,0,16.36,18.75,24.77,30.94,31.01,30.22,28.96,28.37,27.71,25.57,20.42,17.49,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2024,0.37,0.85,1.52,0.06,5.27,2.77,9.48,14.27,15.15,5.57,0.03,0.18,15.65,20.61,25.58,32.79,32.44,32.47,29.81,28.42,28.09,26.77,22.17,17.7,No,0.714
WestBengal,87,23,4.53229,89.957825,248.28549,2019,0,2.5,1.18,1.54,4.06,3.15,6.18,9.95,9.28,5.21,1.07,0.41,16.97,21.22,25.28,31.02,32.52,32.47,30.19,28.89,27.59,25.55,21.93,16.95,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2010,0,0.82,0.52,0.94,5.19,5,6.22,4.57,9.35,2.94,0.22,1.63,15.68,20.66,27.6,32.96,31.85,31.23,29,28.5,27.64,26.18,23.75,17.47,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2012,1.72,0.38,0.47,2.66,2.1,3.86,9.11,8.38,7.87,1.93,1.81,0.63,17.13,19.79,25.52,31.03,32.77,32.59,29.32,28.36,27.43,23.65,19.36,15.32,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2021,0.01,0.05,0.3,1.44,7.69,13.21,12.59,7.89,16.96,6.07,0.98,2.25,17.53,21.06,28.21,31.35,31.07,28.98,28.63,28.03,27.39,26.31,21.42,17.57,Yes,0.857
WestBengal,87,23,4.53229,89.957825,248.28549,2006,0,0,0.19,1.86,4.85,7.89,11.59,8.53,10.8,1.08,0.29,0,17.06,22.77,27.12,31.43,31.35,29.18,28.53,27.89,27.27,25.88,21.55,17.37,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2003,0.01,0.46,3.01,0.56,2.56,7.74,7.34,5.33,4.99,8.19,0.44,0.48,15.57,22.01,25.35,31.69,33.05,31.37,28.67,28.51,27.73,26.14,20.93,16.98,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2009,0.12,0.01,1.08,0.04,7.59,2.5,9.58,11.45,10.17,3.07,0.64,0.02,18.15,21.38,26.74,31.81,31.07,31.1,29.18,28.2,27.56,24.43,21.48,17.63,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2020,1.16,0.23,1.77,3.21,6.51,8.15,8.77,10.92,4.54,2.47,0.19,0.01,16.2,18.58,24.75,29.57,30.48,29.31,28.84,28.64,27.91,26.73,21.21,17.46,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2014,0.02,1.24,0.62,0.26,3.79,5.82,8.01,10.53,7.16,2.79,0,0.29,16.07,19.29,24.48,31.63,33.37,31.49,29.23,28.21,27.81,25.73,20.43,15.62,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2007,0.04,1.81,0.5,1.21,3.02,7.84,19.92,8.54,14.02,2.38,1.15,0,16.09,20.6,24.75,31.19,32.22,30.62,28.36,27.94,27.2,25.03,21.37,15.86,Yes,0.857
WestBengal,87,23,4.53229,89.957825,248.28549,2005,0.84,0.23,1.5,1.16,3.31,3.12,7.95,7.12,5.84,8.72,0.01,0.39,17,21.57,27.19,30.85,32.34,32.42,28.96,28.75,27.58,25.69,19.97,16.82,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2015,1.01,0.27,0.94,3.4,2.62,6.04,17.97,6.33,5.08,0.34,0.01,0.24,16.88,21.25,26.34,29.9,32.17,30.63,28.52,28.31,28.02,26.16,22.68,18.99,Yes,0.857
WestBengal,87,23,4.53229,89.957825,248.28549,2008,1.49,0.41,0.2,1.85,4.2,11.49,9.4,7.88,7.69,2.15,0,0,16.06,18.19,25.72,29.71,32,28.84,28.15,27.89,27.18,25.45,21.51,18.83,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2017,0.12,0,1.19,1.18,3.92,8.33,22.26,11.77,6.86,8.65,0.69,0.3,17.38,21.45,25.84,31.46,32.82,30.82,28.46,28.01,27.84,26.24,21.29,17.99,Yes,0.857
WestBengal,87,23,4.53229,89.957825,248.28549,2016,0.35,1.48,0.59,0.14,4.13,4.76,10.94,14.03,9.98,1.2,0.46,0,18.33,23.97,28.03,34.09,32.93,30.92,28.62,28.2,27.45,25.61,20.67,17.3,No,0.714
WestBengal,87,23,4.53229,89.957825,248.28549,2002,0.7,0.02,0.8,1.18,4.33,8.02,6.09,9.22,6.94,2,1.48,0.02,17.42,20.59,26.42,31.25,33.63,29.95,29.07,27.97,27.04,25.04,21.01,17.53,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2001,0,0.21,0.98,1.01,7.1,10.88,8.46,7.68,6.08,4.34,0.44,0,16.03,22.09,27.34,31.55,31.9,28.52,28.31,28.21,27.58,25.98,22.36,16.43,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2023,0,0.01,1.84,1.38,3.76,4.43,7.08,9.16,8.49,4.61,0.25,2.14,17.53,21.59,26.86,31.36,32.5,33.04,29.93,28.88,28.26,25.91,21.85,17.94,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2013,0.07,0.45,0.34,1.96,7.17,11.44,8.5,11.19,8.2,11.61,0,0,14.65,19.79,26.47,31.38,32.36,29.29,28.74,27.87,27.56,25.74,20.29,17.41,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2018,0,0.08,0.23,4.42,2.11,7.39,10.33,11.38,6.06,1.34,0.12,1.1,14.87,20.68,25.66,28.79,31.24,30.58,29.15,28.46,27.81,25.38,22.07,16.68,No,0.571
WestBengal,87,23,4.53229,89.957825,248.28549,2011,0.07,0.17,0.77,3.05,6.43,13.85,6.89,12.88,11.22,1.32,0.12,0.08,16.46,21.7,27.62,30.18,31.05,29.9,28.26,27.65,27.26,26.13,21.7,16.84,No,0.714
WestBengal,87,23,4.53229,89.957825,248.28549,2004,0.14,0.03,0.23,2.57,1.78,8.15,6.52,8.75,8.28,5.32,0,0,16.47,19.73,27.19,31.45,33.76,30.11,28.47,28.17,26.97,24.74,20.93,18.1,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2022,1.04,1.62,0.02,0.47,4.85,4.6,5.89,11.38,6.45,4.32,0,0,16.36,18.75,24.77,30.94,31.01,30.22,28.96,28.37,27.71,25.57,20.42,17.49,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2024,0.37,0.85,1.52,0.06,5.27,2.77,9.48,14.27,15.15,5.57,0.03,0.18,15.65,20.61,25.58,32.79,32.44,32.47,29.81,28.42,28.09,26.77,22.17,17.7,No,0.714
WestBengal,87,23,122.473404,89.97594,273.40466,2019,0,2.5,1.18,1.54,4.06,3.15,6.18,9.95,9.28,5.21,1.07,0.41,16.97,21.22,25.28,31.02,32.52,32.47,30.19,28.89,27.59,25.55,21.93,16.95,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2010,0,0.82,0.52,0.94,5.19,5,6.22,4.57,9.35,2.94,0.22,1.63,15.68,20.66,27.6,32.96,31.85,31.23,29,28.5,27.64,26.18,23.75,17.47,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2012,1.72,0.38,0.47,2.66,2.1,3.86,9.11,8.38,7.87,1.93,1.81,0.63,17.13,19.79,25.52,31.03,32.77,32.59,29.32,28.36,27.43,23.65,19.36,15.32,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2021,0.01,0.05,0.3,1.44,7.69,13.21,12.59,7.89,16.96,6.07,0.98,2.25,17.53,21.06,28.21,31.35,31.07,28.98,28.63,28.03,27.39,26.31,21.42,17.57,Yes,0.857
WestBengal,87,23,122.473404,89.97594,273.40466,2006,0,0,0.19,1.86,4.85,7.89,11.59,8.53,10.8,1.08,0.29,0,17.06,22.77,27.12,31.43,31.35,29.18,28.53,27.89,27.27,25.88,21.55,17.37,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2003,0.01,0.46,3.01,0.56,2.56,7.74,7.34,5.33,4.99,8.19,0.44,0.48,15.57,22.01,25.35,31.69,33.05,31.37,28.67,28.51,27.73,26.14,20.93,16.98,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2009,0.12,0.01,1.08,0.04,7.59,2.5,9.58,11.45,10.17,3.07,0.64,0.02,18.15,21.38,26.74,31.81,31.07,31.1,29.18,28.2,27.56,24.43,21.48,17.63,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2020,1.16,0.23,1.77,3.21,6.51,8.15,8.77,10.92,4.54,2.47,0.19,0.01,16.2,18.58,24.75,29.57,30.48,29.31,28.84,28.64,27.91,26.73,21.21,17.46,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2014,0.02,1.24,0.62,0.26,3.79,5.82,8.01,10.53,7.16,2.79,0,0.29,16.07,19.29,24.48,31.63,33.37,31.49,29.23,28.21,27.81,25.73,20.43,15.62,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2007,0.04,1.81,0.5,1.21,3.02,7.84,19.92,8.54,14.02,2.38,1.15,0,16.09,20.6,24.75,31.19,32.22,30.62,28.36,27.94,27.2,25.03,21.37,15.86,Yes,0.857
WestBengal,87,23,122.473404,89.97594,273.40466,2005,0.84,0.23,1.5,1.16,3.31,3.12,7.95,7.12,5.84,8.72,0.01,0.39,17,21.57,27.19,30.85,32.34,32.42,28.96,28.75,27.58,25.69,19.97,16.82,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2015,1.01,0.27,0.94,3.4,2.62,6.04,17.97,6.33,5.08,0.34,0.01,0.24,16.88,21.25,26.34,29.9,32.17,30.63,28.52,28.31,28.02,26.16,22.68,18.99,Yes,0.857
WestBengal,87,23,122.473404,89.97594,273.40466,2008,1.49,0.41,0.2,1.85,4.2,11.49,9.4,7.88,7.69,2.15,0,0,16.06,18.19,25.72,29.71,32,28.84,28.15,27.89,27.18,25.45,21.51,18.83,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2017,0.12,0,1.19,1.18,3.92,8.33,22.26,11.77,6.86,8.65,0.69,0.3,17.38,21.45,25.84,31.46,32.82,30.82,28.46,28.01,27.84,26.24,21.29,17.99,Yes,0.857
WestBengal,87,23,122.473404,89.97594,273.40466,2016,0.35,1.48,0.59,0.14,4.13,4.76,10.94,14.03,9.98,1.2,0.46,0,18.33,23.97,28.03,34.09,32.93,30.92,28.62,28.2,27.45,25.61,20.67,17.3,No,0.714
WestBengal,87,23,122.473404,89.97594,273.40466,2002,0.7,0.02,0.8,1.18,4.33,8.02,6.09,9.22,6.94,2,1.48,0.02,17.42,20.59,26.42,31.25,33.63,29.95,29.07,27.97,27.04,25.04,21.01,17.53,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2001,0,0.21,0.98,1.01,7.1,10.88,8.46,7.68,6.08,4.34,0.44,0,16.03,22.09,27.34,31.55,31.9,28.52,28.31,28.21,27.58,25.98,22.36,16.43,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2023,0,0.01,1.84,1.38,3.76,4.43,7.08,9.16,8.49,4.61,0.25,2.14,17.53,21.59,26.86,31.36,32.5,33.04,29.93,28.88,28.26,25.91,21.85,17.94,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2013,0.07,0.45,0.34,1.96,7.17,11.44,8.5,11.19,8.2,11.61,0,0,14.65,19.79,26.47,31.38,32.36,29.29,28.74,27.87,27.56,25.74,20.29,17.41,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2018,0,0.08,0.23,4.42,2.11,7.39,10.33,11.38,6.06,1.34,0.12,1.1,14.87,20.68,25.66,28.79,31.24,30.58,29.15,28.46,27.81,25.38,22.07,16.68,No,0.571
WestBengal,87,23,122.473404,89.97594,273.40466,2011,0.07,0.17,0.77,3.05,6.43,13.85,6.89,12.88,11.22,1.32,0.12,0.08,16.46,21.7,27.62,30.18,31.05,29.9,28.26,27.65,27.26,26.13,21.7,16.84,No,0.714
WestBengal,87,23,122.473404,89.97594,273.40466,2004,0.14,0.03,0.23,2.57,1.78,8.15,6.52,8.75,8.28,5.32,0,0,16.47,19.73,27.19,31.45,33.76,30.11,28.47,28.17,26.97,24.74,20.93,18.1,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2023,0.03,0,3.11,1.53,3.63,2.67,11.65,5.59,10.08,0.88,1.68,3.29,20.19,23.19,25.86,29.06,29.42,29.6,26.38,25.21,24.98,22.8,20.71,18.06,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2005,0.54,0.64,0.26,1.19,1.55,3.92,6.81,4.71,19.68,14.33,1.28,0.07,20.91,24.14,27.64,29.42,31.3,28.85,25.36,25.03,24.36,23.17,18.84,17.17,Yes,0.857
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2012,0.29,0,0.01,1.72,2.84,4.3,11.26,5.78,8.56,2.96,9.3,0,23.25,25.98,29.37,31.11,31.74,31.01,27.64,27.07,27.13,25.4,22.78,20.79,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2015,0.09,0.23,0.49,1.42,0.78,13.25,4.69,9.69,10.02,3.49,4.14,0.24,21.54,24.69,28.53,30.65,32.26,28.79,27.86,27.72,27.32,26.59,23.36,22.71,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2001,0,0,0.45,0.94,1.99,3.19,4.31,6.59,7.16,3.26,6.42,0.08,23.15,26.52,29.37,31.25,32.87,29.42,28.51,27.47,27.51,26.12,23.86,20.15,No,0.429
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2023,0.05,0,2.81,1.78,3.03,2.76,10.96,5.29,9.11,0.75,1.39,2.56,22.67,25.5,27.81,30.71,31.4,31.38,28.79,27.97,27.45,25.82,23.86,21.31,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2014,0.16,0.06,0.23,0.17,3.45,3.33,10.08,8.25,7.21,6.8,0.26,0.83,21.79,24.05,28.88,32.68,31.48,31.09,28.49,27.53,27.28,25.9,22.83,20.54,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2010,0.14,0.11,0.08,0.19,5.65,7.61,7.43,8.79,6.36,11.47,6.69,4.28,22.66,26.23,30.64,33.19,31.86,29.23,27.5,27.29,27.13,26.01,24.69,20.5,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2010,0.28,0.11,0.18,0.72,5.35,8.35,10.83,11.44,7.86,10.85,6.49,3.87,20,24,29.63,32.03,30.32,26.99,25.04,24.6,24.54,23.16,21.9,17.67,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2020,0.33,1.27,1.36,2.89,2.05,6.29,4.63,7.63,6.15,7.78,1.77,0,21.37,23.76,27.92,31.09,31.5,29.37,28.29,27.71,27.65,26.38,23.55,20.91,No,0.429
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2018,0,0,0.18,2.63,3.17,3.66,8.61,13.21,6.26,2.96,0.12,2.27,20.73,24.67,29.49,30.45,30.76,30.03,28.13,27.33,27.16,25.84,23.96,21.44,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2017,0,0,1.2,0.57,1.51,6.64,12.16,7.96,3.99,6.66,2.19,0.02,22.24,25.63,28.68,31.78,32.32,29.45,27.93,27.58,27.55,26.3,22.95,20.22,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2011,0,0.89,0,2.4,4.38,2.13,9.35,7.12,5.79,1.01,0.03,0.88,17.4,21,26.26,28.13,29.63,27.32,25.36,25.01,24.53,23.57,21.5,20.17,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2013,0.03,0.06,0.03,1.31,0.86,4.19,5,4.38,6.14,21.76,2.6,0.02,22.12,24.56,29.23,31.14,32.97,29.67,28.21,28.05,27.48,26.04,23.05,20.58,Yes,0.857
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2009,0,0,0.47,0.08,2.36,4.54,8.91,6.16,4.98,1.87,3.02,0.01,21.28,25.25,27.76,30.99,30.67,28.64,25.11,25.15,25.02,22.92,21.1,19.29,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2016,0.01,0.11,0.72,0.31,4.05,9.67,10.2,9.45,9.76,2.94,0.4,0.04,19.84,24.45,27.72,32.35,30.85,26.75,24.9,24.82,24.4,22.44,19.56,18.67,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2016,0.03,0.24,0.41,0.22,5.89,7.87,8.33,7.13,9.67,3.32,0.99,0.04,22.2,26.31,29.11,32.93,32.06,28.78,27.53,27.63,27.06,25.52,22.3,21.13,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2022,1.16,0.17,0,0.35,4.98,3.73,10.29,11.01,9.45,6.6,0.29,0.46,18.12,21.24,27.44,31.15,29.34,27.36,25.29,24.87,24.54,22.47,19.59,19.5,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2005,0.48,0.55,0.39,1.25,1.12,2.84,5.31,3.32,20.81,15.31,1.6,0.1,23.57,26.49,29.07,31.26,32.86,31.25,28.43,28.14,27.1,25.82,21.83,19.96,Yes,0.857
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2007,0.04,0.72,0.15,0.29,2.27,11.97,3.8,5.64,9.77,8.1,0.2,0,22.06,24.38,28.35,31.33,32.09,29.71,27.54,27.3,27.06,25.38,22.65,21.51,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2020,0.51,1.17,1.26,3.76,2.1,5.5,6.23,9.53,7.99,7.9,1.72,0,19.12,21.32,25.93,29.53,29.88,27.11,25.78,25.05,25.05,23.5,20.5,17.81,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2012,0.41,0,0.04,2.07,2.32,4.1,11.86,9.61,10.93,2.89,6.94,0,20.84,24.11,27.66,29.86,30.54,28.64,25.06,24.57,24.39,22.49,20.09,18.37,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2001,0,0,0.32,1.42,2.4,4.05,5.08,8.79,7.12,2.76,5.63,0.07,21.06,24.86,28.05,29.74,31.29,26.22,25.33,24.64,24.66,23.31,20.82,17.36,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2006,0,0,0.75,1.5,3,5.12,6.02,12.89,11.58,3.08,3.77,0,21.26,25.42,28.73,31.14,31.01,29.25,27.93,26.94,26.94,26.09,23.47,21.32,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2022,0.91,0.21,0,0.13,4.93,3.11,8.22,8.18,9.61,7.03,0.18,0.43,20.56,23.51,28.9,31.73,31.01,29.35,27.84,27.59,27.2,25.4,22.45,22.26,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2008,0.3,4.06,3.15,0.32,1.03,5.78,8.95,8.17,8.24,1.12,0.64,0.02,19.79,21.09,25.52,28.9,31.43,25.89,25.35,24.78,24.1,23.06,20.34,20.63,No,0.571
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2015,0.09,0.21,0.58,1.7,1.16,17.53,5.27,11.84,11.72,2.69,2.73,0.26,18.7,22.39,26.86,28.78,30.66,26.18,25.15,25.03,24.72,23.6,20.31,20.13,Yes,0.857
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2003,0.01,0.28,1.71,0.09,1.2,1.67,10.28,5.51,5.44,15.47,0.08,2.34,23.09,26.29,28.39,32.25,33,31.14,27.84,27.33,27,26.3,22.67,20.36,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2007,0.03,0.49,0.14,0.27,2.23,13.41,4.74,7.38,9.21,7.48,0.24,0,19.72,22.24,26.75,30.48,31,27.58,24.97,24.7,24.43,22.59,19.44,18.61,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2009,0,0,0.42,0.03,1.57,4.28,6.37,4.95,4.41,1.62,3.55,0.01,23.63,27.24,29.19,32.07,32.17,31.31,28.02,27.92,27.88,26.08,24.21,22.28,No,0.429
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2021,0.08,0.15,0.07,1.15,3.85,3.86,7.29,6.11,12.19,3.51,5.7,0.65,23.29,24.65,29.56,30.75,30.89,29.73,28.02,27.94,27.23,26.61,24.12,20.86,No,0.714
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2002,0.85,0.03,0.09,1.41,0.97,5.55,4.15,6.4,1.79,3.16,0.45,0,21.75,24.96,29.19,31.61,34.01,29.91,29.21,27.54,27.33,26.28,23.94,23.46,No,0.429
AndhraPradesh,83,18,-6.558065,89.98334,16.249544,2006,0,0,0.83,2.39,3.1,5.28,8.45,13.37,11.96,3.08,3.9,0,18.79,23.79,26.74,30,29.34,26.74,25.03,24.33,24.39,23.2,20.64,18.45,No,0.714
